county_fips,year,month,classified_dates
48079,2019,11,2
48079,2020,7,2
48079,2020,10,2
48079,2020,12,2
48079,2021,2,2
48079,2021,11,2
48079,2021,12,7
48079,2022,9,2
48079,2023,9,4
48079,2024,9,3
48079,2024,10,2
48079,2024,12,2
48079,2025,2,6
48079,2025,3,2
48079,2025,11,4
48079,2025,12,11
48081,2015,12,2
48081,2016,1,2
48081,2016,2,3
48081,2016,10,3
48081,2017,1,2
48081,2017,2,2
48081,2017,3,2
48081,2020,3,2
48081,2021,10,3
48081,2021,12,13
48081,2023,1,4
48081,2023,6,3
48081,2023,11,2
48081,2024,2,3
48081,2025,2,6
48081,2025,11,4
48081,2025,12,7
48083,2015,2,2
48083,2015,3,2
48083,2015,10,2
48083,2015,12,5
48083,2016,1,2
