run_a,run_b,jaccard,n_axes_differing,axes_differing,single_axis,metric_a,metric_b,percentile_a,percentile_b,duration_a,duration_b,window_a,window_b
TMAX_P85_2D__w15,TMAX_P85_3D__month_pm7,0.5801,2,duration+window,,TMAX,TMAX,85,85,2,3,w15,month_pm7
TMAX_P90_2D__month_pm7,TMAX_P85_2D__w15,0.5802,2,percentile+window,,TMAX,TMAX,90,85,2,2,month_pm7,w15
TMAX_P90_3D__month,TMAX_P85_3D__w15,0.5807,2,percentile+window,,TMAX,TMAX,90,85,3,3,month,w15
TMAX_P90_3D__month_pm7,TMAX_P85_3D__month,0.5816,2,percentile+window,,TMAX,TMAX,90,85,3,3,month_pm7,month
TMIN_P90_3D__month,TMIN_P85_3D__w05,0.5816,2,percentile+window,,TMIN,TMIN,90,85,3,3,month,w05
TMIN_P90_2D__w15,TMIN_P90_3D__month_pm7,0.582,2,duration+window,,TMIN,TMIN,90,90,2,3,w15,month_pm7
TMAX_P95_2D__month,TMAX_P95_3D__month_pm7,0.5841,2,duration+window,,TMAX,TMAX,95,95,2,3,month,month_pm7
TMIN_P90_2D__month,TMIN_P90_3D__w05,0.5854,2,duration+window,,TMIN,TMIN,90,90,2,3,month,w05
TMAX_P90_3D__w15,TMAX_P85_3D__month_pm7,0.5857,2,percentile+window,,TMAX,TMAX,90,85,3,3,w15,month_pm7
TMAX_P90_2D__month,TMAX_P85_2D__w05,0.5858,2,percentile+window,,TMAX,TMAX,90,85,2,2,month,w05
TMIN_P90_2D__month_pm7,TMIN_P85_2D__w05,0.5873,2,percentile+window,,TMIN,TMIN,90,85,2,2,month_pm7,w05
TMIN_P90_3D__w15,TMIN_P85_3D__month,0.5873,2,percentile+window,,TMIN,TMIN,90,85,3,3,w15,month
TMAX_P90_3D__w05,TMAX_P85_3D__month_pm7,0.5879,2,percentile+window,,TMAX,TMAX,90,85,3,3,w05,month_pm7
TMIN_P90_2D__month_pm7,TMIN_P90_3D__w05,0.5888,2,duration+window,,TMIN,TMIN,90,90,2,3,month_pm7,w05
TMIN_P90_3D__w05,TMIN_P85_3D__month,0.5891,2,percentile+window,,TMIN,TMIN,90,85,3,3,w05,month
TMIN_P90_3D__month_pm7,TMIN_P85_3D__w15,0.5907,2,percentile+window,,TMIN,TMIN,90,85,3,3,month_pm7,w15
TMAX_P85_2D__month_pm7,TMAX_P85_3D__w05,0.5938,2,duration+window,,TMAX,TMAX,85,85,2,3,month_pm7,w05
TMAX_P85_2D__w15,TMAX_P85_3D__month,0.5941,2,duration+window,,TMAX,TMAX,85,85,2,3,w15,month
TMIN_P90_2D__month,TMIN_P90_3D__w15,0.596,2,duration+window,,TMIN,TMIN,90,90,2,3,month,w15
TMIN_P90_2D__w15,TMIN_P90_3D__month,0.5965,2,duration+window,,TMIN,TMIN,90,90,2,3,w15,month
TMAX_P85_2D__month,TMAX_P85_3D__w05,0.5967,2,duration+window,,TMAX,TMAX,85,85,2,3,month,w05
TMIN_P90_3D__w15,TMIN_P85_3D__month_pm7,0.5991,2,percentile+window,,TMIN,TMIN,90,85,3,3,w15,month_pm7
TMIN_P90_3D__w05,TMIN_P85_3D__month_pm7,0.5999,2,percentile+window,,TMIN,TMIN,90,85,3,3,w05,month_pm7
TMAX_P85_2D__month,TMAX_P85_3D__w15,0.6002,2,duration+window,,TMAX,TMAX,85,85,2,3,month,w15
TMIN_P90_3D__month_pm7,TMIN_P85_3D__month,0.6009,2,percentile+window,,TMIN,TMIN,90,85,3,3,month_pm7,month
TMAX_P85_2D__month_pm7,TMAX_P85_3D__w15,0.601,2,duration+window,,TMAX,TMAX,85,85,2,3,month_pm7,w15
TMIN_P90_2D__month_pm7,TMIN_P90_3D__w15,0.6014,2,duration+window,,TMIN,TMIN,90,90,2,3,month_pm7,w15
TMAX_P90_2D__month,TMAX_P85_2D__w15,0.6067,2,percentile+window,,TMAX,TMAX,90,85,2,2,month,w15
TMIN_P85_2D__w05,TMIN_P85_3D__month_pm7,0.6067,2,duration+window,,TMIN,TMIN,85,85,2,3,w05,month_pm7
TMIN_P90_2D__month,TMIN_P85_2D__w05,0.6096,2,percentile+window,,TMIN,TMIN,90,85,2,2,month,w05
TMAX_P90_2D__w15,TMAX_P85_2D__month,0.6101,2,percentile+window,,TMAX,TMAX,90,85,2,2,w15,month
TMIN_P90_3D__month,TMIN_P85_3D__w15,0.6107,2,percentile+window,,TMIN,TMIN,90,85,3,3,month,w15
TMIN_P90_3D__w15,TMIN_P85_3D__w05,0.6152,2,percentile+window,,TMIN,TMIN,90,85,3,3,w15,w05
TMAX_P90_2D__month_pm7,TMAX_P85_2D__month,0.6156,2,percentile+window,,TMAX,TMAX,90,85,2,2,month_pm7,month
TMIN_P90_2D__month_pm7,TMIN_P85_2D__w15,0.6158,2,percentile+window,,TMIN,TMIN,90,85,2,2,month_pm7,w15
TMAX_P90_2D__w05,TMAX_P85_2D__month,0.6161,2,percentile+window,,TMAX,TMAX,90,85,2,2,w05,month
TMIN_P95_2D__month,TMIN_P95_3D__month_pm7,0.6182,2,duration+window,,TMIN,TMIN,95,95,2,3,month,month_pm7
TMIN_P85_2D__w05,TMIN_P85_3D__month,0.6185,2,duration+window,,TMIN,TMIN,85,85,2,3,w05,month
TMAX_P90_3D__w15,TMAX_P85_3D__w05,0.6205,2,percentile+window,,TMAX,TMAX,90,85,3,3,w15,w05
TMAX_P90_2D__w15,TMAX_P85_2D__month_pm7,0.6206,2,percentile+window,,TMAX,TMAX,90,85,2,2,w15,month_pm7
TMAX_P90_2D__w05,TMAX_P85_2D__month_pm7,0.6228,2,percentile+window,,TMAX,TMAX,90,85,2,2,w05,month_pm7
TMIN_P90_2D__w15,TMIN_P85_2D__month,0.623,2,percentile+window,,TMIN,TMIN,90,85,2,2,w15,month
MHI_P90_2D__w05,MHI_P90_3D__w15,0.6244,2,duration+window,,MHI,MHI,90,90,2,3,w05,w15
TMIN_P90_2D__w05,TMIN_P85_2D__month,0.6251,2,percentile+window,,TMIN,TMIN,90,85,2,2,w05,month
TMIN_P95_2D__w15,TMIN_P95_3D__w05,0.6253,2,duration+window,,TMIN,TMIN,95,95,2,3,w15,w05
MHI_P90_2D__month,MHI_P90_3D__month_pm7,0.6281,2,duration+window,,MHI,MHI,90,90,2,3,month,month_pm7
TMIN_P85_2D__month,TMIN_P85_3D__w05,0.6296,2,duration+window,,TMIN,TMIN,85,85,2,3,month,w05
TMIN_P85_2D__w15,TMIN_P85_3D__month_pm7,0.6299,2,duration+window,,TMIN,TMIN,85,85,2,3,w15,month_pm7
TMIN_P90_2D__month_pm7,TMIN_P85_2D__month,0.6312,2,percentile+window,,TMIN,TMIN,90,85,2,2,month_pm7,month
TMIN_P85_2D__month_pm7,TMIN_P85_3D__w05,0.6321,2,duration+window,,TMIN,TMIN,85,85,2,3,month_pm7,w05
TMAX_P95_2D__w15,TMAX_P95_3D__w05,0.6321,2,duration+window,,TMAX,TMAX,95,95,2,3,w15,w05
TMIN_P90_2D__w15,TMIN_P85_2D__month_pm7,0.6341,2,percentile+window,,TMIN,TMIN,90,85,2,2,w15,month_pm7
TMIN_P90_2D__w05,TMIN_P85_2D__month_pm7,0.6343,2,percentile+window,,TMIN,TMIN,90,85,2,2,w05,month_pm7
TMIN_P90_2D__month,TMIN_P85_2D__w15,0.6368,2,percentile+window,,TMIN,TMIN,90,85,2,2,month,w15
TMIN_P85_2D__month,TMIN_P85_3D__w15,0.6388,2,duration+window,,TMIN,TMIN,85,85,2,3,month,w15
TMIN_P85_2D__w15,TMIN_P85_3D__month,0.6405,2,duration+window,,TMIN,TMIN,85,85,2,3,w15,month
TMIN_P85_2D__month_pm7,TMIN_P85_3D__w15,0.6433,2,duration+window,,TMIN,TMIN,85,85,2,3,month_pm7,w15
TMAX_P90_2D__month_pm7,TMAX_P85_3D__month_pm7,0.6463,2,percentile+duration,,TMAX,TMAX,90,85,2,3,month_pm7,month_pm7
TMAX_P90_2D__w15,TMAX_P85_2D__w05,0.65,2,percentile+window,,TMAX,TMAX,90,85,2,2,w15,w05
TMIN_P90_2D__w15,TMIN_P85_2D__w05,0.6504,2,percentile+window,,TMIN,TMIN,90,85,2,2,w15,w05
TMIN_P90_2D__month_pm7,TMIN_P85_3D__month_pm7,0.6531,2,percentile+duration,,TMIN,TMIN,90,85,2,3,month_pm7,month_pm7
TMAX_P95_2D__month_pm7,TMAX_P95_3D__month,0.654,2,duration+window,,TMAX,TMAX,95,95,2,3,month_pm7,month
TMIN_P90_2D__w15,TMIN_P85_3D__w15,0.6545,2,percentile+duration,,TMIN,TMIN,90,85,2,3,w15,w15
TMAX_P90_2D__w15,TMAX_P85_3D__w15,0.6573,2,percentile+duration,,TMAX,TMAX,90,85,2,3,w15,w15
MHI_P90_2D__w15,MHI_P90_3D__w05,0.6575,2,duration+window,,MHI,MHI,90,90,2,3,w15,w05
TMAX_P90_2D__month,TMAX_P85_3D__month,0.6597,2,percentile+duration,,TMAX,TMAX,90,85,2,3,month,month
TMIN_P90_2D__month,TMIN_P85_3D__month,0.6606,2,percentile+duration,,TMIN,TMIN,90,85,2,3,month,month
TMIN_P90_2D__w05,TMIN_P85_3D__w05,0.6626,2,percentile+duration,,TMIN,TMIN,90,85,2,3,w05,w05
TMIN_P90_2D__w05,TMIN_P90_3D__w15,0.6645,2,duration+window,,TMIN,TMIN,90,90,2,3,w05,w15
TMAX_P90_2D__w05,TMAX_P85_3D__w05,0.665,2,percentile+duration,,TMAX,TMAX,90,85,2,3,w05,w05
TMAX_P90_2D__w05,TMAX_P90_3D__w15,0.6657,2,duration+window,,TMAX,TMAX,90,90,2,3,w05,w15
TMAX_P90_2D__month,TMAX_P90_3D__month_pm7,0.6682,2,duration+window,,TMAX,TMAX,90,90,2,3,month,month_pm7
TMIN_P95_2D__month_pm7,TMIN_P95_3D__month,0.6684,2,duration+window,,TMIN,TMIN,95,95,2,3,month_pm7,month
TMIN_P90_3D__w05,TMIN_P85_3D__w15,0.6686,2,percentile+window,,TMIN,TMIN,90,85,3,3,w05,w15
TMIN_P90_3D__month,TMIN_P85_3D__month_pm7,0.6745,2,percentile+window,,TMIN,TMIN,90,85,3,3,month,month_pm7
MHI_P90_2D__month_pm7,MHI_P90_3D__month,0.686,2,duration+window,,MHI,MHI,90,90,2,3,month_pm7,month
TMAX_P90_3D__w05,TMAX_P85_3D__w15,0.6863,2,percentile+window,,TMAX,TMAX,90,85,3,3,w05,w15
TMIN_P90_2D__w15,TMIN_P90_3D__w05,0.6931,2,duration+window,,TMIN,TMIN,90,90,2,3,w15,w05
TMAX_P90_3D__month,TMAX_P85_3D__month_pm7,0.6953,2,percentile+window,,TMAX,TMAX,90,85,3,3,month,month_pm7
TMAX_P90_2D__w15,TMAX_P90_3D__w05,0.6973,2,duration+window,,TMAX,TMAX,90,90,2,3,w15,w05
TMIN_P90_2D__month,TMIN_P90_3D__month_pm7,0.6975,2,duration+window,,TMIN,TMIN,90,90,2,3,month,month_pm7
TMIN_P90_2D__w05,TMIN_P85_2D__w15,0.7027,2,percentile+window,,TMIN,TMIN,90,85,2,2,w05,w15
TMIN_P90_2D__month,TMIN_P85_2D__month_pm7,0.7027,2,percentile+window,,TMIN,TMIN,90,85,2,2,month,month_pm7
TMAX_P90_2D__w05,TMAX_P85_2D__w15,0.7094,2,percentile+window,,TMAX,TMAX,90,85,2,2,w05,w15
TMAX_P85_2D__w05,TMAX_P85_3D__w15,0.7103,2,duration+window,,TMAX,TMAX,85,85,2,3,w05,w15
TMAX_P90_2D__month_pm7,TMAX_P90_3D__month,0.7174,2,duration+window,,TMAX,TMAX,90,90,2,3,month_pm7,month
TMIN_P85_2D__w05,TMIN_P85_3D__w15,0.7178,2,duration+window,,TMIN,TMIN,85,85,2,3,w05,w15
TMAX_P85_2D__month,TMAX_P85_3D__month_pm7,0.7198,2,duration+window,,TMAX,TMAX,85,85,2,3,month,month_pm7
TMAX_P90_2D__month,TMAX_P85_2D__month_pm7,0.7202,2,percentile+window,,TMAX,TMAX,90,85,2,2,month,month_pm7
TMAX_P85_2D__w15,TMAX_P85_3D__w05,0.7306,2,duration+window,,TMAX,TMAX,85,85,2,3,w15,w05
TMIN_P90_2D__month_pm7,TMIN_P90_3D__month,0.7329,2,duration+window,,TMIN,TMIN,90,90,2,3,month_pm7,month
TMIN_P85_2D__w15,TMIN_P85_3D__w05,0.7378,2,duration+window,,TMIN,TMIN,85,85,2,3,w15,w05
TMIN_P85_2D__month,TMIN_P85_3D__month_pm7,0.7442,2,duration+window,,TMIN,TMIN,85,85,2,3,month,month_pm7
TMAX_P85_2D__month_pm7,TMAX_P85_3D__month,0.7556,2,duration+window,,TMAX,TMAX,85,85,2,3,month_pm7,month
TMIN_P85_2D__month_pm7,TMIN_P85_3D__month,0.772,2,duration+window,,TMIN,TMIN,85,85,2,3,month_pm7,month
TMIN_P85_2D__month_pm7,TMAX_P95_3D__month_pm7,0.119,3,metric+percentile+duration,,TMIN,TMAX,85,95,2,3,month_pm7,month_pm7
TMIN_P85_3D__w05,TMAX_P95_3D__month_pm7,0.1227,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w05,month_pm7
TMIN_P85_3D__w15,TMAX_P95_3D__month_pm7,0.1253,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w15,month_pm7
TMIN_P85_2D__month,TMAX_P95_3D__month,0.1299,3,metric+percentile+duration,,TMIN,TMAX,85,95,2,3,month,month
TMIN_P85_2D__w15,TMAX_P95_3D__w15,0.1305,3,metric+percentile+duration,,TMIN,TMAX,85,95,2,3,w15,w15
TMIN_P85_3D__month,TMAX_P95_3D__month_pm7,0.1318,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month,month_pm7
TMIN_P85_3D__w05,TMAX_P95_3D__month,0.1354,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w05,month
TMIN_P85_3D__w15,TMAX_P95_3D__month,0.138,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w15,month
TMIN_P85_2D__w05,TMAX_P95_3D__w05,0.1398,3,metric+percentile+duration,,TMIN,TMAX,85,95,2,3,w05,w05
TMIN_P85_3D__month,TMAX_P95_3D__w15,0.1416,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month,w15
TMIN_P85_2D__w05,TMAX_P95_2D__month_pm7,0.1417,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w05,month_pm7
TMIN_P90_2D__month_pm7,TMAX_P95_3D__month_pm7,0.1443,3,metric+percentile+duration,,TMIN,TMAX,90,95,2,3,month_pm7,month_pm7
TMIN_P85_2D__w15,TMAX_P95_2D__month_pm7,0.1444,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w15,month_pm7
TMIN_P85_3D__month_pm7,TMAX_P95_3D__w15,0.1446,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month_pm7,w15
TMIN_P90_3D__w05,TMAX_P95_3D__month_pm7,0.1473,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w05,month_pm7
TMIN_P85_3D__w05,TMAX_P95_3D__w15,0.1473,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w05,w15
TMIN_P90_3D__w15,TMAX_P95_3D__month_pm7,0.1492,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w15,month_pm7
TMIN_P85_3D__month_pm7,TMAX_P95_3D__month,0.1502,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month_pm7,month
TMIN_P85_3D__month,TMAX_P95_3D__w05,0.1506,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month,w05
TMAX_P85_3D__w05,TMIN_P95_3D__month_pm7,0.1507,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w05,month_pm7
TMIN_P95_2D__w05,TMAX_P95_3D__month_pm7,0.1517,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w05,month_pm7
TMAX_P85_2D__w15,TMIN_P95_3D__w15,0.1527,3,metric+percentile+duration,,TMAX,TMIN,85,95,2,3,w15,w15
TMIN_P85_3D__month_pm7,TMAX_P95_3D__w05,0.1534,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,month_pm7,w05
TMIN_P85_2D__month,TMAX_P95_2D__month_pm7,0.1537,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month,month_pm7
TMIN_P90_2D__month,TMAX_P95_3D__month,0.1542,3,metric+percentile+duration,,TMIN,TMAX,90,95,2,3,month,month
TMIN_P85_2D__w05,TMAX_P95_2D__month,0.1547,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w05,month
TMAX_P85_3D__w15,TMIN_P95_3D__month_pm7,0.1549,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w15,month_pm7
TMIN_P90_2D__w15,TMAX_P95_3D__w15,0.155,3,metric+percentile+duration,,TMIN,TMAX,90,95,2,3,w15,w15
TMAX_P85_2D__month_pm7,TMIN_P95_3D__month_pm7,0.1559,3,metric+percentile+duration,,TMAX,TMIN,85,95,2,3,month_pm7,month_pm7
TMIN_P90_3D__month,TMAX_P95_3D__month_pm7,0.1567,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month,month_pm7
TMIN_P85_2D__w15,TMAX_P95_2D__month,0.1573,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w15,month
TMAX_P95_2D__w05,TMIN_P95_3D__month_pm7,0.1575,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w05,month_pm7
TMIN_P95_2D__w15,TMAX_P95_3D__month_pm7,0.1579,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w15,month_pm7
TMAX_P85_2D__w05,TMIN_P95_3D__w05,0.1581,3,metric+percentile+duration,,TMAX,TMIN,85,95,2,3,w05,w05
TMIN_P90_3D__w05,TMAX_P95_3D__month,0.1586,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w05,month
TMAX_P85_3D__w05,TMIN_P95_3D__month,0.1586,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w05,month
TMIN_P85_3D__w15,TMAX_P95_3D__w05,0.1599,3,metric+percentile+window,,TMIN,TMAX,85,95,3,3,w15,w05
TMIN_P90_3D__w15,TMAX_P95_3D__month,0.1602,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w15,month
TMAX_P95_2D__w15,TMIN_P95_3D__month_pm7,0.1604,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w15,month_pm7
TMIN_P95_2D__w05,TMAX_P95_3D__month,0.1604,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w05,month
TMAX_P85_2D__month,TMIN_P95_3D__month,0.1606,3,metric+percentile+duration,,TMAX,TMIN,85,95,2,3,month,month
TMIN_P90_2D__w05,TMAX_P95_2D__month_pm7,0.1609,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w05,month_pm7
TMIN_P85_2D__month,TMAX_P95_2D__w15,0.1617,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month,w15
TMAX_P95_2D__w05,TMIN_P95_3D__month,0.1622,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w05,month
TMIN_P90_2D__w05,TMAX_P95_3D__w05,0.1624,3,metric+percentile+duration,,TMIN,TMAX,90,95,2,3,w05,w05
TMAX_P85_3D__w15,TMIN_P95_3D__month,0.1629,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w15,month
TMAX_P95_2D__w15,TMIN_P95_3D__month,0.1637,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w15,month
TMIN_P85_2D__month_pm7,TMAX_P95_2D__w15,0.164,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month_pm7,w15
TMIN_P90_3D__month,TMAX_P95_3D__w15,0.1641,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month,w15
TMIN_P90_2D__w15,TMAX_P95_2D__month_pm7,0.1644,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w15,month_pm7
TMIN_P95_2D__w15,TMAX_P95_3D__month,0.1654,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w15,month
TMIN_P85_2D__w05,TMAX_P95_2D__w15,0.166,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w05,w15
TMAX_P95_2D__month_pm7,TMIN_P95_3D__w05,0.1671,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month_pm7,w05
TMAX_P90_3D__w05,TMIN_P95_3D__month_pm7,0.1671,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w05,month_pm7
TMAX_P95_2D__month_pm7,TMIN_P85_3D__month_pm7,0.1672,3,metric+percentile+duration,,TMAX,TMIN,95,85,2,3,month_pm7,month_pm7
TMIN_P95_2D__month,TMAX_P95_3D__month_pm7,0.1675,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month,month_pm7
TMIN_P90_3D__month_pm7,TMAX_P95_3D__w15,0.1676,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month_pm7,w15
TMAX_P95_2D__month_pm7,TMIN_P95_3D__w15,0.1683,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month_pm7,w15
TMAX_P95_2D__month,TMIN_P95_3D__w15,0.1685,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month,w15
TMIN_P95_2D__month,TMAX_P95_3D__w15,0.1685,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month,w15
TMAX_P95_2D__month,TMIN_P95_3D__w05,0.1691,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month,w05
TMIN_P95_2D__month_pm7,TMAX_P95_3D__w15,0.1699,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month_pm7,w15
TMIN_P90_3D__month,TMAX_P95_3D__w05,0.1707,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month,w05
TMIN_P85_2D__month_pm7,TMAX_P95_2D__month,0.1712,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month_pm7,month
TMAX_P85_2D__w05,TMIN_P95_2D__month_pm7,0.1715,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w05,month_pm7
TMIN_P85_2D__month,TMAX_P95_2D__w05,0.1715,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month,w05
TMAX_P90_2D__w15,TMIN_P95_3D__w15,0.172,3,metric+percentile+duration,,TMAX,TMIN,90,95,2,3,w15,w15
TMIN_P90_2D__w05,TMAX_P95_2D__month,0.1723,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w05,month
TMIN_P95_2D__month_pm7,TMAX_P95_3D__w05,0.1724,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month_pm7,w05
TMAX_P90_3D__w15,TMIN_P95_3D__month_pm7,0.1724,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w15,month_pm7
TMAX_P85_3D__month,TMIN_P95_3D__w15,0.1724,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month,w15
TMIN_P95_2D__month,TMAX_P95_3D__w05,0.1726,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month,w05
TMAX_P85_3D__w05,TMIN_P95_3D__w15,0.1726,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w05,w15
TMAX_P95_2D__month,TMIN_P95_3D__month_pm7,0.1732,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month,month_pm7
TMAX_P85_3D__month,TMIN_P95_3D__month_pm7,0.1732,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month,month_pm7
TMIN_P85_2D__month_pm7,TMAX_P95_2D__w05,0.1734,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,month_pm7,w05
TMAX_P90_3D__w05,TMIN_P95_3D__month,0.1734,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w05,month
TMIN_P90_3D__month_pm7,TMAX_P95_3D__w05,0.1739,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month_pm7,w05
TMIN_P90_3D__month_pm7,TMAX_P95_3D__month,0.1739,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,month_pm7,month
TMAX_P90_2D__month_pm7,TMIN_P95_3D__month_pm7,0.1741,3,metric+percentile+duration,,TMAX,TMIN,90,95,2,3,month_pm7,month_pm7
TMIN_P90_3D__w05,TMAX_P95_3D__w15,0.1743,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w05,w15
TMAX_P90_2D__w05,TMIN_P95_3D__w05,0.175,3,metric+percentile+duration,,TMAX,TMIN,90,95,2,3,w05,w05
TMAX_P85_2D__w15,TMIN_P95_2D__month_pm7,0.1751,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w15,month_pm7
TMIN_P90_2D__w15,TMAX_P95_2D__month,0.1753,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w15,month
TMIN_P90_2D__month,TMAX_P95_2D__month_pm7,0.1758,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month,month_pm7
TMAX_P95_2D__month_pm7,TMIN_P95_3D__month,0.1761,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,month_pm7,month
TMAX_P90_2D__month,TMIN_P95_3D__month,0.1771,3,metric+percentile+duration,,TMAX,TMIN,90,95,2,3,month,month
TMAX_P85_3D__month_pm7,TMIN_P95_3D__w15,0.1772,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month_pm7,w15
TMIN_P95_2D__w05,TMAX_P95_3D__w15,0.1773,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w05,w15
TMIN_P95_2D__month_pm7,TMAX_P95_3D__month,0.1776,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,month_pm7,month
TMAX_P85_3D__month,TMIN_P95_3D__w05,0.1781,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month,w05
TMAX_P90_3D__w15,TMIN_P95_3D__month,0.1783,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w15,month
TMAX_P95_2D__month,TMIN_P85_3D__month,0.1784,3,metric+percentile+duration,,TMAX,TMIN,95,85,2,3,month,month
TMIN_P85_2D__w15,TMAX_P95_2D__w05,0.1788,3,metric+percentile+window,,TMIN,TMAX,85,95,2,2,w15,w05
TMAX_P95_2D__w15,TMIN_P85_3D__w15,0.1788,3,metric+percentile+duration,,TMAX,TMIN,95,85,2,3,w15,w15
TMAX_P95_2D__w05,TMIN_P95_3D__w15,0.1797,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w05,w15
TMIN_P90_2D__month,TMAX_P95_2D__w15,0.1804,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month,w15
TMAX_P85_2D__w05,TMIN_P95_2D__month,0.1807,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w05,month
TMIN_P90_2D__month_pm7,TMAX_P95_2D__w15,0.1822,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month_pm7,w15
TMAX_P85_3D__month_pm7,TMIN_P95_3D__w05,0.1822,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month_pm7,w05
TMAX_P90_2D__w05,TMIN_P95_2D__month_pm7,0.1827,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w05,month_pm7
TMAX_P95_2D__w15,TMIN_P95_3D__w05,0.1831,3,metric+duration+window,,TMAX,TMIN,95,95,2,3,w15,w05
TMIN_P90_3D__w15,TMAX_P95_3D__w05,0.1839,3,metric+percentile+window,,TMIN,TMAX,90,95,3,3,w15,w05
TMAX_P85_2D__w15,TMIN_P95_2D__month,0.1843,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w15,month
TMAX_P95_2D__month_pm7,TMIN_P90_3D__month_pm7,0.1843,3,metric+percentile+duration,,TMAX,TMIN,95,90,2,3,month_pm7,month_pm7
