county_fips,year,classified_dates,events_started
48077,2022,6,2
48077,2023,8,2
48077,2025,12,2
48079,2016,9,2
48079,2017,3,1
48079,2020,6,1
48079,2022,3,1
48079,2023,3,1
48079,2024,6,2
48079,2025,13,3
48081,2016,3,1
48081,2018,3,1
48081,2020,3,1
48081,2021,5,1
48081,2022,8,2
48081,2023,15,3
48081,2024,4,1
48081,2025,11,3
48083,2015,9,2
48083,2016,3,1
48083,2017,5,1
48083,2018,7,1
48083,2019,3,1
48083,2020,12,3
48083,2021,7,1
48083,2022,21,5
48083,2023,28,5
48083,2024,5,1
48083,2025,16,3
48085,2017,3,1
48085,2018,4,1
48085,2020,3,1
48085,2021,8,2
48085,2022,3,1
48085,2023,13,3
48085,2024,4,1
48085,2025,9,2
48087,2021,4,1
48087,2025,9,2
48089,2016,4,1
48089,2017,3,1
48089,2022,12,3
48089,2024,3,1
48089,2025,12,3
48091,2017,6,2
48091,2018,10,2
48091,2020,7,2
48091,2021,2,1
48091,2022,11,3
48091,2023,28,6
48091,2024,7,2
48091,2025,11,2
48093,2018,6,1
48093,2020,7,2
48093,2021,7,1
48093,2022,57,9
48093,2023,61,8
48093,2024,11,2
48093,2025,19,4
48095,2016,3,1
48095,2017,3,1
48095,2018,6,1
48095,2020,6,2
48095,2021,8,2
48095,2022,3,1
48095,2023,31,6
48095,2024,7,2
48095,2025,14,3
48097,2015,3,1
48097,2018,4,1
48097,2021,6,1
48097,2022,3,1
48097,2023,7,2
48097,2024,3,1
48097,2025,9,2
48099,2015,5,1
48099,2018,8,1
48099,2020,3,1
48099,2021,6,2
48099,2022,19,4
48099,2023,20,5
48099,2025,14,4
48101,2015,4,1
48101,2018,5,1
48101,2020,4,1
48101,2021,3,1
48101,2022,10,3
48101,2023,13,4
48101,2024,15,4
48101,2025,9,2
48103,2016,6,2
48103,2017,3,1
48103,2018,4,1
48103,2019,3,1
48103,2020,15,4
48103,2021,5,1
48103,2023,34,5
48103,2024,10,3
48103,2025,19,3
48105,2015,8,2
48105,2018,7,1
48105,2020,8,2
48105,2021,13,3
48105,2022,13,4
48105,2023,45,6
48105,2024,6,2
48105,2025,16,3
48107,2016,7,2
48107,2017,6,2
48107,2018,5,1
48107,2019,4,1
48107,2020,9,2
48107,2022,6,2
48107,2023,15,5
48107,2024,13,2
48107,2025,9,3
