event_label,county_fips,county_name,start_date,end_date,event_duration_days,peak_mean_hi_f,peak_day_date,peak_day_tmax_f,peak_day_tmean_f,peak_day_rmin_pct,peak_day_threshold_f,tmax_max_f,tmean_mean_f,peak_exceedance_f,cumulative_exceedance_f,n_imputed_days,event_contains_imputed_day,onset_year
48003_2021_004,48003,Andrews,2021-12-13,2021-12-15,3.0,65.99,2021-12-15,79.0,67.0,22.0,55.9,80.06,62.84,10.1,14.45,0,False,2021
48003_2021_005,48003,Andrews,2021-12-22,2021-12-28,7.0,66.0,2021-12-24,82.0,68.0,12.0,53.9,82.04,61.84,12.13,35.9,0,False,2021
48003_2022_001,48003,Andrews,2022-03-27,2022-03-29,3.0,73.35,2022-03-29,89.1,75.0,4.3,70.2,93.02,74.84,3.16,7.27,0,False,2022
48003_2022_002,48003,Andrews,2022-04-21,2022-04-22,2.0,78.52,2022-04-22,87.1,78.5,26.0,75.7,96.08,79.03,2.85,5.43,0,False,2022
48003_2022_003,48003,Andrews,2022-07-19,2022-07-20,2.0,90.27,2022-07-19,106.0,92.5,9.1,88.4,105.98,91.49,1.87,2.13,0,False,2022
48003_2022_004,48003,Andrews,2022-11-08,2022-11-09,2.0,68.64,2022-11-09,79.0,69.0,42.5,66.7,78.98,68.5,1.96,2.9,0,False,2022
48003_2022_005,48003,Andrews,2022-12-06,2022-12-08,3.0,62.43,2022-12-07,72.3,62.7,60.7,58.5,74.04,62.09,3.92,8.35,3,True,2022
48003_2023_001,48003,Andrews,2023-01-01,2023-01-02,2.0,58.27,2023-01-01,73.9,60.4,22.6,55.3,73.94,59.5,2.98,4.0,0,False,2023
48003_2023_002,48003,Andrews,2023-06-23,2023-06-24,2.0,90.97,2023-06-23,105.1,91.6,10.7,89.7,107.96,91.54,1.3,1.49,0,False,2023
48003_2023_003,48003,Andrews,2023-07-11,2023-07-14,4.0,95.42,2023-07-12,109.0,95.5,10.6,89.0,109.04,93.4,6.41,17.54,0,False,2023
48003_2023_004,48003,Andrews,2023-08-04,2023-08-07,4.0,91.94,2023-08-07,106.0,91.0,14.6,88.7,105.98,91.0,3.23,6.96,0,False,2023
48003_2023_005,48003,Andrews,2023-08-11,2023-08-13,3.0,93.93,2023-08-13,105.1,93.0,15.4,89.1,105.98,92.54,4.79,8.91,0,False,2023
48003_2023_006,48003,Andrews,2023-09-07,2023-09-08,2.0,87.86,2023-09-08,104.0,89.5,10.3,84.6,104.0,88.25,3.24,4.1,0,False,2023
48003_2023_007,48003,Andrews,2023-09-22,2023-09-23,2.0,84.09,2023-09-22,97.0,84.5,18.5,83.0,98.96,84.74,1.09,1.91,0,False,2023
48003_2023_008,48003,Andrews,2023-09-29,2023-09-30,2.0,82.35,2023-09-29,95.0,82.0,21.9,79.9,95.0,81.05,2.41,3.47,0,False,2023
48003_2023_009,48003,Andrews,2023-10-21,2023-10-22,2.0,76.07,2023-10-21,91.0,77.5,7.8,73.0,91.04,76.73,3.09,5.82,0,False,2023
48003_2023_010,48003,Andrews,2023-11-06,2023-11-08,3.0,70.86,2023-11-08,87.1,72.5,10.1,67.1,87.98,71.81,3.76,8.23,0,False,2023
48003_2024_001,48003,Andrews,2024-02-26,2024-02-27,2.0,68.32,2024-02-26,84.0,70.0,13.9,63.4,84.02,68.49,4.96,7.14,0,False,2024
48003_2024_002,48003,Andrews,2024-04-14,2024-04-15,2.0,79.17,2024-04-15,93.0,80.5,5.2,74.0,93.02,78.48,5.19,6.4,0,False,2024
48003_2024_003,48003,Andrews,2024-06-25,2024-06-26,2.0,95.86,2024-06-26,102.9,91.0,21.3,90.4,102.92,89.74,5.49,7.04,0,False,2024
48003_2024_004,48003,Andrews,2024-08-22,2024-08-24,3.0,90.51,2024-08-24,102.9,90.5,15.9,88.1,105.08,91.37,2.39,3.68,0,False,2024
48003_2024_005,48003,Andrews,2024-09-19,2024-09-21,3.0,86.08,2024-09-21,93.3,82.1,39.0,83.1,96.0,82.86,3.0,7.75,3,True,2024
48003_2024_006,48003,Andrews,2024-10-28,2024-10-30,3.0,74.34,2024-10-28,87.1,75.6,14.4,70.0,87.08,72.98,4.29,7.21,0,False,2024
48003_2024_007,48003,Andrews,2024-12-29,2024-12-30,2.0,59.64,2024-12-30,75.9,62.4,6.0,55.6,75.92,61.92,4.01,7.14,0,False,2024
48003_2025_001,48003,Andrews,2025-04-12,2025-04-13,2.0,77.88,2025-04-12,95.0,79.0,6.7,73.7,95.0,78.26,4.17,6.28,0,False,2025
48003_2025_002,48003,Andrews,2025-04-17,2025-04-18,2.0,76.29,2025-04-17,93.9,77.4,7.7,74.9,93.92,77.0,1.4,1.92,0,False,2025
48003_2025_003,48003,Andrews,2025-04-27,2025-04-28,2.0,80.95,2025-04-27,95.0,81.0,20.2,77.5,95.0,80.2,3.43,4.4,0,False,2025
48003_2025_004,48003,Andrews,2025-11-14,2025-11-17,4.0,67.87,2025-11-15,87.1,69.5,12.4,64.7,87.08,68.65,3.88,10.29,0,False,2025
48003_2025_005,48003,Andrews,2025-12-23,2025-12-27,5.0,66.53,2025-12-27,82.0,68.0,18.8,55.6,82.04,65.19,10.89,41.71,0,False,2025
48005_2015_001,48005,Angelina,2015-04-02,2015-04-03,2.0,76.93,2015-04-03,84.3,76.0,53.9,75.6,84.32,75.77,1.32,1.61,0,False,2015
48005_2015_002,48005,Angelina,2015-04-07,2015-04-09,3.0,77.68,2015-04-09,83.0,76.8,55.0,75.6,85.34,76.56,2.07,4.08,0,False,2015
48005_2015_003,48005,Angelina,2015-08-11,2015-08-12,2.0,97.97,2015-08-11,103.3,88.6,29.5,96.3,103.34,88.15,1.67,3.03,0,False,2015
48005_2015_004,48005,Angelina,2015-12-25,2015-12-26,2.0,76.72,2015-12-26,80.0,76.2,59.8,66.2,81.95,75.6,10.48,19.98,0,False,2015
48005_2016_001,48005,Angelina,2016-01-31,2016-02-01,2.0,68.1,2016-01-31,78.1,68.0,53.0,64.9,78.08,68.0,3.2,5.65,0,False,2016
48005_2016_002,48005,Angelina,2016-06-14,2016-06-15,2.0,93.89,2016-06-15,94.5,84.7,51.2,93.2,94.46,84.45,0.7,1.28,0,False,2016
48005_2016_003,48005,Angelina,2016-07-05,2016-07-07,3.0,99.26,2016-07-07,96.5,86.8,49.2,96.2,96.53,86.18,3.15,7.04,0,False,2016
48005_2016_004,48005,Angelina,2016-07-22,2016-07-24,3.0,97.96,2016-07-23,98.0,86.7,44.5,96.1,99.05,86.48,1.91,2.95,0,False,2016
48005_2016_005,48005,Angelina,2016-08-09,2016-08-12,4.0,98.81,2016-08-09,99.5,87.2,42.7,97.2,100.49,87.66,1.91,4.87,0,False,2016
48005_2016_006,48005,Angelina,2016-10-16,2016-10-19,4.0,85.12,2016-10-18,91.5,81.5,45.3,78.6,91.49,80.76,6.49,20.71,0,False,2016
48005_2016_007,48005,Angelina,2016-11-02,2016-11-03,2.0,76.26,2016-11-02,87.5,75.5,49.0,75.6,87.53,75.52,0.78,1.41,0,False,2016
48005_2016_008,48005,Angelina,2016-12-24,2016-12-26,3.0,75.39,2016-12-26,81.9,75.0,50.8,66.6,81.95,73.66,8.82,21.79,0,False,2016
48005_2017_001,48005,Angelina,2017-01-10,2017-01-14,5.0,71.9,2017-01-12,80.1,72.0,47.1,64.7,80.06,69.65,7.2,22.29,0,False,2017
48005_2017_002,48005,Angelina,2017-02-11,2017-02-12,2.0,76.48,2017-02-11,84.9,76.5,40.6,67.2,84.92,75.83,9.3,17.24,0,False,2017
48005_2017_003,48005,Angelina,2017-02-27,2017-02-28,2.0,75.75,2017-02-28,81.0,75.7,50.2,68.9,82.04,74.5,6.85,11.27,0,False,2017
48005_2017_004,48005,Angelina,2017-11-02,2017-11-06,5.0,79.42,2017-11-03,86.5,78.5,52.6,75.5,86.54,77.81,3.9,15.58,0,False,2017
48005_2018_001,48005,Angelina,2018-02-19,2018-02-20,2.0,73.21,2018-02-20,77.5,73.0,55.8,68.4,80.06,72.77,4.84,8.95,0,False,2018
48005_2018_002,48005,Angelina,2018-03-17,2018-03-18,2.0,74.45,2018-03-17,84.0,74.3,45.4,73.1,84.02,73.38,1.33,1.39,0,False,2018
48005_2018_003,48005,Angelina,2018-03-26,2018-03-27,2.0,76.18,2018-03-27,82.0,75.8,50.3,74.0,83.93,75.38,2.15,3.31,0,False,2018
48005_2018_004,48005,Angelina,2018-06-01,2018-06-03,3.0,94.58,2018-06-03,96.5,85.2,46.6,90.5,96.53,84.92,4.12,4.84,0,False,2018
48005_2018_005,48005,Angelina,2018-06-24,2018-06-25,2.0,94.68,2018-06-25,92.5,85.0,51.0,94.4,95.54,85.5,0.34,0.61,0,False,2018
48005_2018_006,48005,Angelina,2018-09-18,2018-09-19,2.0,92.58,2018-09-19,95.0,84.5,45.6,90.5,96.08,84.9,2.09,2.63,0,False,2018
48005_2018_007,48005,Angelina,2018-10-04,2018-10-07,4.0,85.94,2018-10-04,90.0,81.8,48.8,84.6,90.05,80.76,3.22,8.19,0,False,2018
48005_2019_001,48005,Angelina,2019-02-04,2019-02-06,3.0,72.4,2019-02-06,77.0,72.5,54.4,67.4,77.0,71.0,5.04,10.5,0,False,2019
48005_2019_002,48005,Angelina,2019-08-18,2019-08-20,3.0,98.4,2019-08-19,99.0,87.4,40.5,96.5,98.96,86.98,1.91,3.27,0,False,2019
48005_2019_003,48005,Angelina,2019-08-26,2019-08-27,2.0,102.36,2019-08-27,97.5,88.2,45.7,95.1,97.52,87.4,7.31,8.61,0,False,2019
48005_2019_004,48005,Angelina,2019-09-29,2019-09-30,2.0,87.5,2019-09-29,91.0,82.0,49.5,87.0,91.49,81.86,0.54,1.05,0,False,2019
48005_2020_001,48005,Angelina,2020-03-18,2020-03-19,2.0,76.76,2020-03-19,83.5,76.7,46.3,73.2,83.48,75.47,3.53,4.5,0,False,2020
48005_2020_002,48005,Angelina,2020-03-23,2020-03-27,5.0,79.15,2020-03-27,89.5,79.3,33.4,74.2,89.51,76.0,4.93,9.81,0,False,2020
48005_2020_003,48005,Angelina,2020-04-07,2020-04-09,3.0,80.33,2020-04-08,87.1,79.5,54.5,75.7,87.53,77.86,4.64,8.87,0,False,2020
48005_2020_004,48005,Angelina,2020-08-12,2020-08-13,2.0,97.94,2020-08-13,100.0,88.0,38.9,97.0,100.04,87.76,0.92,1.8,0,False,2020
48005_2020_005,48005,Angelina,2020-08-30,2020-09-01,3.0,100.81,2020-09-01,97.0,89.0,42.9,93.9,98.06,88.19,6.88,10.87,0,False,2020
48005_2020_006,48005,Angelina,2020-10-18,2020-10-19,2.0,83.49,2020-10-19,88.0,80.0,50.5,79.0,87.98,79.27,4.47,4.76,0,False,2020
48005_2020_007,48005,Angelina,2020-11-09,2020-11-10,2.0,75.64,2020-11-10,83.5,75.0,50.2,73.5,83.48,75.0,2.13,3.52,0,False,2020
48005_2021_001,48005,Angelina,2021-02-27,2021-02-28,2.0,75.33,2021-02-28,80.5,74.5,55.5,69.4,80.96,73.62,5.95,9.26,0,False,2021
48005_2021_002,48005,Angelina,2021-06-09,2021-06-10,2.0,95.93,2021-06-09,93.0,85.0,55.8,92.1,93.47,84.74,3.86,4.99,0,False,2021
48005_2021_003,48005,Angelina,2021-06-13,2021-06-14,2.0,95.54,2021-06-13,96.0,85.5,47.9,93.1,96.53,85.14,2.41,3.51,0,False,2021
48005_2021_004,48005,Angelina,2021-06-24,2021-06-25,2.0,100.11,2021-06-24,95.5,86.8,52.1,94.4,95.54,86.14,5.71,6.64,0,False,2021
48005_2021_005,48005,Angelina,2021-07-29,2021-07-30,2.0,99.32,2021-07-29,97.5,86.7,49.9,96.6,97.52,86.47,2.72,2.98,0,False,2021
48005_2021_006,48005,Angelina,2021-09-01,2021-09-02,2.0,96.89,2021-09-01,99.0,87.3,41.1,94.3,99.05,86.76,3.01,5.57,0,False,2021
48005_2021_007,48005,Angelina,2021-09-20,2021-09-21,2.0,92.85,2021-09-21,96.0,85.0,40.6,90.5,96.53,84.63,2.35,2.99,0,False,2021
48005_2021_008,48005,Angelina,2021-10-25,2021-10-26,2.0,85.16,2021-10-25,91.9,81.5,42.7,78.0,91.94,79.27,7.13,7.17,0,False,2021
48005_2021_009,48005,Angelina,2021-12-04,2021-12-05,2.0,73.46,2021-12-04,80.5,73.5,46.9,69.7,80.51,72.75,3.72,6.25,0,False,2021
48005_2021_010,48005,Angelina,2021-12-14,2021-12-17,4.0,75.89,2021-12-16,81.1,75.5,50.6,67.6,81.05,73.14,8.32,22.12,0,False,2021
48005_2021_011,48005,Angelina,2021-12-24,2021-12-31,8.0,73.58,2021-12-31,81.5,73.7,47.4,66.8,82.49,70.44,6.76,27.21,0,False,2021
48005_2022_001,48005,Angelina,2022-03-05,2022-03-06,2.0,74.08,2022-03-06,80.5,73.5,50.6,71.6,81.05,72.52,2.49,2.5,0,False,2022
48005_2022_002,48005,Angelina,2022-05-08,2022-05-10,3.0,85.97,2022-05-09,92.5,83.8,38.5,83.7,92.48,82.67,2.31,3.43,0,False,2022
48005_2022_003,48005,Angelina,2022-07-09,2022-07-13,5.0,102.66,2022-07-10,104.4,92.7,26.7,96.2,105.08,91.01,6.47,22.99,0,False,2022
48005_2022_004,48005,Angelina,2022-11-07,2022-11-08,2.0,79.14,2022-11-07,86.5,78.3,49.9,75.4,86.54,77.79,3.76,7.04,0,False,2022
48005_2022_005,48005,Angelina,2022-12-05,2022-12-10,6.0,74.04,2022-12-06,79.1,73.8,56.3,70.0,81.5,72.77,4.06,17.34,0,False,2022
48005_2023_001,48005,Angelina,2023-01-16,2023-01-17,2.0,66.11,2023-01-16,74.5,66.2,57.9,65.1,74.93,66.36,0.98,1.45,0,False,2023
48005_2023_002,48005,Angelina,2023-02-20,2023-02-24,5.0,75.25,2023-02-22,82.0,75.3,48.3,69.3,84.02,72.75,5.91,17.33,0,False,2023
48005_2023_003,48005,Angelina,2023-03-07,2023-03-09,3.0,75.46,2023-03-08,84.9,75.5,40.1,72.0,84.92,74.24,3.43,6.39,0,False,2023
48005_2023_004,48005,Angelina,2023-03-22,2023-03-23,2.0,76.34,2023-03-23,83.5,76.5,42.0,74.1,83.48,75.63,2.21,2.86,0,False,2023
48005_2023_005,48005,Angelina,2023-04-03,2023-04-04,2.0,79.12,2023-04-03,87.5,78.8,47.9,75.9,87.53,78.53,3.19,5.88,0,False,2023
48005_2023_006,48005,Angelina,2023-06-15,2023-06-21,7.0,98.61,2023-06-15,95.0,86.3,52.1,93.6,98.06,86.95,5.04,23.46,0,False,2023
48005_2023_007,48005,Angelina,2023-06-24,2023-06-26,3.0,97.55,2023-06-25,96.5,87.3,45.3,94.5,96.53,86.69,3.07,4.04,0,False,2023
48005_2023_008,48005,Angelina,2023-07-10,2023-07-13,4.0,102.9,2023-07-10,98.0,88.7,46.9,96.4,100.49,88.58,6.45,12.83,0,False,2023
48005_2023_009,48005,Angelina,2023-07-15,2023-07-16,2.0,97.72,2023-07-16,97.1,88.3,36.1,96.4,100.94,89.02,1.35,1.8,0,False,2023
48005_2023_010,48005,Angelina,2023-08-02,2023-08-06,5.0,98.73,2023-08-03,104.0,90.8,29.0,97.1,105.53,90.85,1.59,3.94,0,False,2023
48005_2023_011,48005,Angelina,2023-08-08,2023-08-12,5.0,99.47,2023-08-08,102.5,91.5,28.5,97.6,105.98,91.81,1.91,6.68,0,False,2023
48005_2023_012,48005,Angelina,2023-08-20,2023-08-22,3.0,98.06,2023-08-22,103.6,91.0,26.0,96.5,108.95,92.02,1.6,2.53,0,False,2023
48005_2023_013,48005,Angelina,2023-08-24,2023-08-25,2.0,99.11,2023-08-25,107.1,92.3,23.2,96.0,107.51,92.77,3.12,5.0,0,False,2023
48005_2023_014,48005,Angelina,2023-09-05,2023-09-07,3.0,97.44,2023-09-07,105.5,91.5,26.1,92.0,105.53,89.06,5.47,8.25,0,False,2023
48005_2023_015,48005,Angelina,2023-10-24,2023-10-28,5.0,82.66,2023-10-28,87.1,80.1,50.2,77.5,87.53,78.67,5.13,9.06,0,False,2023
48005_2024_001,48005,Angelina,2024-02-26,2024-02-27,2.0,78.22,2024-02-27,86.0,77.0,62.6,70.1,86.0,75.96,8.09,13.49,0,False,2024
48005_2024_002,48005,Angelina,2024-05-07,2024-05-09,3.0,89.46,2024-05-07,89.5,82.7,58.6,83.5,89.51,81.17,5.92,8.89,0,False,2024
48005_2024_003,48005,Angelina,2024-05-21,2024-05-22,2.0,91.05,2024-05-22,90.5,83.2,57.9,87.0,91.04,83.12,4.03,6.56,0,False,2024
48005_2024_004,48005,Angelina,2024-05-24,2024-05-27,4.0,91.36,2024-05-25,93.0,84.5,52.3,87.8,93.02,83.67,3.57,7.72,0,False,2024
48005_2024_005,48005,Angelina,2024-06-24,2024-06-25,2.0,98.7,2024-06-25,97.0,86.7,48.5,95.4,96.98,86.25,3.32,4.44,0,False,2024
48005_2024_006,48005,Angelina,2024-06-28,2024-07-05,8.0,101.9,2024-06-29,98.1,88.1,46.6,95.2,98.06,86.86,6.74,29.12,0,False,2024
48005_2024_007,48005,Angelina,2024-08-13,2024-08-14,2.0,98.38,2024-08-14,97.0,86.7,46.3,97.4,96.98,86.47,0.99,1.13,0,False,2024
48005_2024_008,48005,Angelina,2024-10-29,2024-10-31,3.0,79.18,2024-10-31,85.5,78.3,55.3,77.5,88.52,78.1,1.7,3.64,0,False,2024
48005_2024_009,48005,Angelina,2024-12-15,2024-12-17,3.0,73.07,2024-12-16,80.5,73.0,51.1,68.0,80.51,72.59,5.07,12.99,0,False,2024
48005_2025_001,48005,Angelina,2025-02-03,2025-02-08,6.0,77.09,2025-02-08,86.0,77.0,39.3,67.9,86.0,73.63,9.18,35.82,0,False,2025
48005_2025_002,48005,Angelina,2025-04-02,2025-04-04,3.0,82.44,2025-04-04,86.5,80.2,54.6,75.9,86.54,79.48,6.53,13.94,0,False,2025
48005_2025_003,48005,Angelina,2025-05-16,2025-05-19,4.0,90.18,2025-05-17,91.9,83.9,51.7,85.4,91.94,83.23,4.77,11.37,0,False,2025
48005_2025_004,48005,Angelina,2025-05-23,2025-05-25,3.0,92.53,2025-05-24,95.0,85.7,46.9,88.1,95.0,84.66,4.47,8.21,0,False,2025
48005_2025_005,48005,Angelina,2025-06-07,2025-06-08,2.0,95.08,2025-06-08,95.0,85.2,49.0,92.4,95.0,84.85,2.68,3.57,0,False,2025
48005_2025_006,48005,Angelina,2025-08-15,2025-08-16,2.0,99.01,2025-08-15,98.5,87.0,45.8,97.6,98.51,87.1,1.46,2.88,0,False,2025
48005_2025_007,48005,Angelina,2025-10-07,2025-10-08,2.0,83.6,2025-10-08,91.5,80.5,43.0,81.0,92.48,80.38,2.59,2.65,0,False,2025
48005_2025_008,48005,Angelina,2025-11-17,2025-11-21,5.0,75.63,2025-11-20,83.5,75.5,46.5,71.4,84.92,75.0,4.45,19.34,0,False,2025
48005_2025_009,48005,Angelina,2025-12-23,2025-12-27,5.0,71.8,2025-12-27,77.5,72.0,51.9,67.8,79.52,70.91,4.24,14.47,0,False,2025
48007_2015_001,48007,Aransas,2015-04-08,2015-04-09,2.0,78.59,2015-04-09,82.0,77.8,57.0,78.0,82.13,77.79,0.58,0.91,0,False,2015
48007_2015_002,48007,Aransas,2015-09-05,2015-09-06,2.0,99.96,2015-09-06,92.6,86.2,58.8,99.2,92.57,86.58,0.83,1.63,0,False,2015
48007_2015_003,48007,Aransas,2015-12-11,2015-12-12,2.0,75.31,2015-12-11,79.7,74.9,52.7,72.4,79.7,74.44,2.95,5.6,0,False,2015
48007_2015_004,48007,Aransas,2015-12-23,2015-12-26,4.0,77.78,2015-12-26,80.9,77.2,57.0,69.7,85.01,74.58,8.09,20.2,0,False,2015
48007_2016_001,48007,Aransas,2016-01-31,2016-02-01,2.0,69.77,2016-02-01,75.2,69.5,54.6,69.4,75.29,69.33,0.33,0.52,0,False,2016
48007_2016_002,48007,Aransas,2016-02-20,2016-02-22,3.0,73.6,2016-02-22,79.8,73.1,46.9,71.3,79.79,72.12,2.25,4.24,0,False,2016
48007_2016_003,48007,Aransas,2016-03-07,2016-03-08,2.0,74.76,2016-03-08,77.2,74.1,62.4,73.4,78.35,73.76,1.38,1.59,0,False,2016
48007_2016_004,48007,Aransas,2016-03-17,2016-03-18,2.0,76.18,2016-03-18,81.7,75.2,57.8,74.8,81.68,75.0,1.34,1.84,0,False,2016
48007_2016_005,48007,Aransas,2016-04-28,2016-05-01,4.0,89.2,2016-04-30,87.4,82.7,58.5,85.0,87.35,81.68,4.16,12.58,0,False,2016
48007_2016_006,48007,Aransas,2016-06-12,2016-06-16,5.0,100.75,2016-06-15,91.8,86.5,61.5,98.1,91.76,86.02,2.96,6.76,0,False,2016
48007_2016_007,48007,Aransas,2016-07-03,2016-07-05,3.0,102.99,2016-07-05,91.0,86.6,66.7,100.2,91.04,86.72,2.76,7.29,0,False,2016
48007_2016_008,48007,Aransas,2016-07-08,2016-07-09,2.0,101.98,2016-07-09,91.8,86.6,64.2,100.3,91.85,86.72,1.64,3.12,0,False,2016
48007_2016_009,48007,Aransas,2016-11-01,2016-11-02,2.0,86.8,2016-11-02,88.2,82.6,48.3,81.0,88.16,82.22,5.81,10.08,0,False,2016
48007_2016_010,48007,Aransas,2016-12-25,2016-12-28,4.0,74.6,2016-12-28,80.4,74.3,51.1,70.2,80.42,73.46,4.4,15.07,0,False,2016
48007_2017_001,48007,Aransas,2017-01-12,2017-01-17,6.0,73.24,2017-01-17,76.7,72.8,59.3,67.9,77.72,71.02,5.33,20.17,0,False,2017
48007_2017_002,48007,Aransas,2017-02-05,2017-02-08,4.0,75.72,2017-02-07,82.9,75.4,48.3,69.4,86.45,73.22,6.29,16.0,0,False,2017
48007_2017_003,48007,Aransas,2017-02-11,2017-02-13,3.0,74.89,2017-02-12,80.2,74.8,49.8,69.8,80.15,74.17,5.13,13.64,0,False,2017
48007_2017_004,48007,Aransas,2017-02-18,2017-02-19,2.0,73.68,2017-02-19,75.7,73.0,57.5,71.1,81.05,73.11,2.7,5.31,0,False,2017
48007_2017_005,48007,Aransas,2017-02-27,2017-02-28,2.0,77.19,2017-02-28,82.0,76.7,55.8,72.1,82.22,75.31,5.11,7.4,0,False,2017
48007_2017_006,48007,Aransas,2017-03-06,2017-03-07,2.0,75.19,2017-03-07,81.5,74.3,60.0,73.6,81.5,74.23,1.61,2.96,0,False,2017
48007_2017_007,48007,Aransas,2017-03-17,2017-03-18,2.0,75.53,2017-03-18,81.8,74.9,57.6,74.9,81.77,74.79,0.6,0.87,0,False,2017
48007_2017_008,48007,Aransas,2017-03-24,2017-03-28,5.0,78.57,2017-03-25,85.1,77.8,53.7,75.6,85.1,76.68,2.98,8.75,0,False,2017
48007_2017_009,48007,Aransas,2017-06-13,2017-06-15,3.0,98.95,2017-06-14,90.6,85.5,68.8,98.3,91.22,85.49,0.74,1.43,0,False,2017
48007_2017_010,48007,Aransas,2017-06-17,2017-06-18,2.0,100.84,2017-06-18,91.5,86.1,66.6,98.6,91.58,86.07,2.26,3.14,0,False,2017
48007_2017_011,48007,Aransas,2017-07-03,2017-07-04,2.0,102.03,2017-07-04,92.0,86.9,63.9,100.3,92.03,86.81,1.69,2.02,0,False,2017
48007_2017_012,48007,Aransas,2017-08-06,2017-08-07,2.0,110.63,2017-08-07,93.7,88.5,68.6,101.3,93.74,88.48,9.34,16.46,0,False,2017
48007_2017_013,48007,Aransas,2017-08-14,2017-08-16,3.0,105.0,2017-08-15,93.5,87.4,68.5,102.2,93.47,87.47,2.82,7.37,0,False,2017
48007_2017_014,48007,Aransas,2017-11-05,2017-11-06,2.0,82.98,2017-11-05,85.1,80.3,53.0,80.4,85.28,79.9,2.53,2.54,0,False,2017
48007_2017_015,48007,Aransas,2017-12-03,2017-12-04,2.0,76.05,2017-12-04,81.5,75.6,53.7,74.2,81.5,75.24,1.86,2.81,0,False,2017
48007_2018_001,48007,Aransas,2018-02-17,2018-02-20,4.0,73.13,2018-02-19,77.8,73.0,53.9,71.4,78.35,72.12,1.75,3.28,0,False,2018
48007_2018_002,48007,Aransas,2018-02-27,2018-02-28,2.0,73.68,2018-02-27,79.8,73.6,49.8,72.1,79.79,73.27,1.56,2.46,1,True,2018
48007_2018_003,48007,Aransas,2018-06-11,2018-06-12,2.0,99.0,2018-06-11,91.1,86.3,59.7,97.9,91.58,86.14,1.07,1.35,0,False,2018
48007_2018_004,48007,Aransas,2018-10-13,2018-10-14,2.0,93.86,2018-10-14,88.4,84.3,64.5,90.0,88.43,84.13,3.82,5.07,0,False,2018
48007_2019_001,48007,Aransas,2019-06-21,2019-06-23,3.0,101.95,2019-06-21,89.8,86.3,69.1,99.0,89.87,85.96,2.99,4.32,0,False,2019
48007_2019_002,48007,Aransas,2019-08-08,2019-08-11,4.0,104.0,2019-08-08,92.9,87.9,59.2,101.8,93.56,87.45,2.22,4.21,0,False,2019
48007_2019_003,48007,Aransas,2019-08-18,2019-08-19,2.0,104.28,2019-08-18,93.0,87.5,60.9,102.2,93.38,87.33,2.08,2.91,0,False,2019
48007_2019_004,48007,Aransas,2019-08-26,2019-08-27,2.0,103.78,2019-08-27,92.4,87.4,60.0,101.3,92.39,87.26,2.45,3.03,0,False,2019
48007_2019_005,48007,Aransas,2019-09-18,2019-09-22,5.0,107.51,2019-09-20,95.0,90.0,55.4,99.0,95.0,88.08,8.49,15.92,0,False,2019
48007_2019_006,48007,Aransas,2019-09-29,2019-10-01,3.0,102.38,2019-09-29,92.3,87.8,57.4,96.4,92.3,87.04,5.96,6.72,0,False,2019
48007_2020_001,48007,Aransas,2020-01-14,2020-01-18,5.0,73.59,2020-01-15,77.6,73.4,56.7,68.2,78.53,72.11,5.41,19.37,0,False,2020
48007_2020_002,48007,Aransas,2020-03-14,2020-03-15,2.0,76.22,2020-03-15,81.0,75.9,51.1,75.0,80.96,75.52,1.22,1.61,0,False,2020
48007_2020_003,48007,Aransas,2020-03-17,2020-03-19,3.0,78.18,2020-03-19,82.7,77.7,51.3,75.2,82.67,76.85,2.98,6.5,0,False,2020
48007_2020_004,48007,Aransas,2020-03-23,2020-03-27,5.0,82.4,2020-03-27,86.3,80.3,48.6,76.4,86.27,78.45,6.03,16.81,0,False,2020
48007_2020_005,48007,Aransas,2020-04-07,2020-04-08,2.0,83.54,2020-04-08,87.0,80.5,52.7,78.1,86.99,79.66,5.46,7.03,0,False,2020
48007_2020_006,48007,Aransas,2020-04-22,2020-04-23,2.0,84.72,2020-04-23,96.3,81.9,32.3,80.4,96.26,81.3,4.33,8.02,0,False,2020
48007_2020_007,48007,Aransas,2020-07-07,2020-07-09,3.0,102.1,2020-07-09,92.6,87.1,60.6,100.9,92.57,87.03,1.2,1.26,0,False,2020
48007_2020_008,48007,Aransas,2020-08-11,2020-08-12,2.0,104.15,2020-08-12,94.4,88.2,56.1,102.6,94.37,88.07,1.53,2.09,0,False,2020
48007_2020_009,48007,Aransas,2020-08-28,2020-09-04,8.0,108.23,2020-08-28,94.1,89.0,58.6,101.1,95.27,88.14,7.7,34.77,0,False,2020
48007_2021_001,48007,Aransas,2021-01-24,2021-01-26,3.0,74.67,2021-01-25,81.9,74.6,44.0,69.0,81.95,71.66,5.64,7.47,0,False,2021
48007_2021_002,48007,Aransas,2021-04-13,2021-04-14,2.0,80.57,2021-04-14,85.6,79.5,56.4,78.9,85.64,79.12,1.64,2.54,0,False,2021
48007_2021_003,48007,Aransas,2021-06-24,2021-06-25,2.0,101.04,2021-06-25,91.0,86.6,65.9,100.1,91.4,86.38,0.95,1.7,0,False,2021
48007_2021_004,48007,Aransas,2021-07-23,2021-07-24,2.0,101.24,2021-07-23,91.2,86.5,63.8,100.3,91.31,86.29,0.91,1.04,0,False,2021
